records.dateRep,records.day,records.month,records.year,records.cases,records.deaths,records.countriesAndTerritories,records.geoId,records.countryterritoryCode,records.popData2018,date,iso2
06/04/2020,6,4,2020,412,3,Israel,IL,ISR,8883800,2020-04-06,IL
05/04/2020,5,4,2020,590,7,Israel,IL,ISR,8883800,2020-04-05,IL
04/04/2020,4,4,2020,1176,5,Israel,IL,ISR,8883800,2020-04-04,IL
03/04/2020,3,4,2020,661,13,Israel,IL,ISR,8883800,2020-04-03,IL
02/04/2020,2,4,2020,675,1,Israel,IL,ISR,8883800,2020-04-02,IL
01/04/2020,1,4,2020,443,3,Israel,IL,ISR,8883800,2020-04-01,IL
31/03/2020,31,3,2020,226,2,Israel,IL,ISR,8883800,2020-03-31,IL
30/03/2020,30,3,2020,628,3,Israel,IL,ISR,8883800,2020-03-30,IL
29/03/2020,29,3,2020,584,2,Israel,IL,ISR,8883800,2020-03-29,IL
28/03/2020,28,3,2020,369,2,Israel,IL,ISR,8883800,2020-03-28,IL
27/03/2020,27,3,2020,297,3,Israel,IL,ISR,8883800,2020-03-27,IL
26/03/2020,26,3,2020,439,2,Israel,IL,ISR,8883800,2020-03-26,IL
25/03/2020,25,3,2020,488,2,Israel,IL,ISR,8883800,2020-03-25,IL
24/03/2020,24,3,2020,371,0,Israel,IL,ISR,8883800,2020-03-24,IL
23/03/2020,23,3,2020,188,0,Israel,IL,ISR,8883800,2020-03-23,IL
22/03/2020,22,3,2020,171,0,Israel,IL,ISR,8883800,2020-03-22,IL
21/03/2020,21,3,2020,35,1,Israel,IL,ISR,8883800,2020-03-21,IL
20/03/2020,20,3,2020,244,0,Israel,IL,ISR,8883800,2020-03-20,IL
19/03/2020,19,3,2020,6,0,Israel,IL,ISR,8883800,2020-03-19,IL
18/03/2020,18,3,2020,167,0,Israel,IL,ISR,8883800,2020-03-18,IL
17/03/2020,17,3,2020,10,0,Israel,IL,ISR,8883800,2020-03-17,IL
16/03/2020,16,3,2020,72,0,Israel,IL,ISR,8883800,2020-03-16,IL
15/03/2020,15,3,2020,62,0,Israel,IL,ISR,8883800,2020-03-15,IL
14/03/2020,14,3,2020,20,0,Israel,IL,ISR,8883800,2020-03-14,IL
13/03/2020,13,3,2020,14,0,Israel,IL,ISR,8883800,2020-03-13,IL
12/03/2020,12,3,2020,12,0,Israel,IL,ISR,8883800,2020-03-12,IL
11/03/2020,11,3,2020,31,0,Israel,IL,ISR,8883800,2020-03-11,IL
09/03/2020,9,3,2020,14,0,Israel,IL,ISR,8883800,2020-03-09,IL
08/03/2020,8,3,2020,6,0,Israel,IL,ISR,8883800,2020-03-08,IL
07/03/2020,7,3,2020,2,0,Israel,IL,ISR,8883800,2020-03-07,IL
06/03/2020,6,3,2020,2,0,Israel,IL,ISR,8883800,2020-03-06,IL
05/03/2020,5,3,2020,5,0,Israel,IL,ISR,8883800,2020-03-05,IL
02/03/2020,2,3,2020,3,0,Israel,IL,ISR,8883800,2020-03-02,IL
01/03/2020,1,3,2020,0,0,Israel,IL,ISR,8883800,2020-03-01,IL
29/02/2020,29,2,2020,4,0,Israel,IL,ISR,8883800,2020-02-29,IL
28/02/2020,28,2,2020,1,0,Israel,IL,ISR,8883800,2020-02-28,IL
27/02/2020,27,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-27,IL
26/02/2020,26,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-26,IL
25/02/2020,25,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-25,IL
24/02/2020,24,2,2020,1,0,Israel,IL,ISR,8883800,2020-02-24,IL
23/02/2020,23,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-23,IL
22/02/2020,22,2,2020,1,0,Israel,IL,ISR,8883800,2020-02-22,IL
21/02/2020,21,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-21,IL
20/02/2020,20,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-20,IL
19/02/2020,19,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-19,IL
18/02/2020,18,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-18,IL
17/02/2020,17,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-17,IL
16/02/2020,16,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-16,IL
15/02/2020,15,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-15,IL
14/02/2020,14,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-14,IL
13/02/2020,13,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-13,IL
12/02/2020,12,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-12,IL
11/02/2020,11,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-11,IL
10/02/2020,10,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-10,IL
09/02/2020,9,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-09,IL
08/02/2020,8,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-08,IL
07/02/2020,7,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-07,IL
06/02/2020,6,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-06,IL
05/02/2020,5,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-05,IL
04/02/2020,4,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-04,IL
03/02/2020,3,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-03,IL
02/02/2020,2,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-02,IL
01/02/2020,1,2,2020,0,0,Israel,IL,ISR,8883800,2020-02-01,IL
31/01/2020,31,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-31,IL
30/01/2020,30,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-30,IL
29/01/2020,29,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-29,IL
28/01/2020,28,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-28,IL
27/01/2020,27,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-27,IL
26/01/2020,26,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-26,IL
25/01/2020,25,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-25,IL
24/01/2020,24,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-24,IL
23/01/2020,23,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-23,IL
22/01/2020,22,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-22,IL
21/01/2020,21,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-21,IL
20/01/2020,20,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-20,IL
19/01/2020,19,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-19,IL
18/01/2020,18,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-18,IL
17/01/2020,17,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-17,IL
16/01/2020,16,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-16,IL
15/01/2020,15,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-15,IL
14/01/2020,14,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-14,IL
13/01/2020,13,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-13,IL
12/01/2020,12,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-12,IL
11/01/2020,11,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-11,IL
10/01/2020,10,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-10,IL
09/01/2020,9,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-09,IL
08/01/2020,8,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-08,IL
07/01/2020,7,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-07,IL
06/01/2020,6,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-06,IL
05/01/2020,5,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-05,IL
04/01/2020,4,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-04,IL
03/01/2020,3,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-03,IL
02/01/2020,2,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-02,IL
01/01/2020,1,1,2020,0,0,Israel,IL,ISR,8883800,2020-01-01,IL
31/12/2019,31,12,2019,0,0,Israel,IL,ISR,8883800,2019-12-31,IL
13/04/2020,13,4,2020,4092,431,Italy,IT,ITA,60431283,2020-04-13,IT
12/04/2020,12,4,2020,4694,619,Italy,IT,ITA,60431283,2020-04-12,IT
11/04/2020,11,4,2020,3951,570,Italy,IT,ITA,60431283,2020-04-11,IT
10/04/2020,10,4,2020,4204,612,Italy,IT,ITA,60431283,2020-04-10,IT
09/04/2020,9,4,2020,3836,540,Italy,IT,ITA,60431283,2020-04-09,IT
08/04/2020,8,4,2020,3039,604,Italy,IT,ITA,60431283,2020-04-08,IT
07/04/2020,7,4,2020,3599,636,Italy,IT,ITA,60431283,2020-04-07,IT
06/04/2020,6,4,2020,4316,527,Italy,IT,ITA,60431283,2020-04-06,IT
05/04/2020,5,4,2020,4805,681,Italy,IT,ITA,60431283,2020-04-05,IT
04/04/2020,4,4,2020,4585,764,Italy,IT,ITA,60431283,2020-04-04,IT
03/04/2020,3,4,2020,4668,760,Italy,IT,ITA,60431283,2020-04-03,IT
02/04/2020,2,4,2020,4782,727,Italy,IT,ITA,60431283,2020-04-02,IT
01/04/2020,1,4,2020,4053,839,Italy,IT,ITA,60431283,2020-04-01,IT
31/03/2020,31,3,2020,4050,810,Italy,IT,ITA,60431283,2020-03-31,IT
30/03/2020,30,3,2020,5217,758,Italy,IT,ITA,60431283,2020-03-30,IT
29/03/2020,29,3,2020,5974,887,Italy,IT,ITA,60431283,2020-03-29,IT
28/03/2020,28,3,2020,5959,971,Italy,IT,ITA,60431283,2020-03-28,IT
27/03/2020,27,3,2020,6153,660,Italy,IT,ITA,60431283,2020-03-27,IT
26/03/2020,26,3,2020,5210,685,Italy,IT,ITA,60431283,2020-03-26,IT
25/03/2020,25,3,2020,5249,743,Italy,IT,ITA,60431283,2020-03-25,IT
24/03/2020,24,3,2020,4789,601,Italy,IT,ITA,60431283,2020-03-24,IT
23/03/2020,23,3,2020,5560,649,Italy,IT,ITA,60431283,2020-03-23,IT
22/03/2020,22,3,2020,6557,795,Italy,IT,ITA,60431283,2020-03-22,IT
21/03/2020,21,3,2020,5986,625,Italy,IT,ITA,60431283,2020-03-21,IT
20/03/2020,20,3,2020,5322,429,Italy,IT,ITA,60431283,2020-03-20,IT
19/03/2020,19,3,2020,4207,473,Italy,IT,ITA,60431283,2020-03-19,IT
18/03/2020,18,3,2020,3526,347,Italy,IT,ITA,60431283,2020-03-18,IT
17/03/2020,17,3,2020,4000,347,Italy,IT,ITA,60431283,2020-03-17,IT
16/03/2020,16,3,2020,2823,370,Italy,IT,ITA,60431283,2020-03-16,IT
15/03/2020,15,3,2020,3497,173,Italy,IT,ITA,60431283,2020-03-15,IT
14/03/2020,14,3,2020,2547,252,Italy,IT,ITA,60431283,2020-03-14,IT
13/03/2020,13,3,2020,2651,189,Italy,IT,ITA,60431283,2020-03-13,IT
12/03/2020,12,3,2020,2313,196,Italy,IT,ITA,60431283,2020-03-12,IT
11/03/2020,11,3,2020,977,167,Italy,IT,ITA,60431283,2020-03-11,IT
10/03/2020,10,3,2020,1797,98,Italy,IT,ITA,60431283,2020-03-10,IT
09/03/2020,9,3,2020,1492,133,Italy,IT,ITA,60431283,2020-03-09,IT
08/03/2020,8,3,2020,1247,36,Italy,IT,ITA,60431283,2020-03-08,IT
07/03/2020,7,3,2020,778,49,Italy,IT,ITA,60431283,2020-03-07,IT
06/03/2020,6,3,2020,769,41,Italy,IT,ITA,60431283,2020-03-06,IT
05/03/2020,5,3,2020,587,27,Italy,IT,ITA,60431283,2020-03-05,IT
04/03/2020,4,3,2020,466,28,Italy,IT,ITA,60431283,2020-03-04,IT
03/03/2020,3,3,2020,347,17,Italy,IT,ITA,60431283,2020-03-03,IT
02/03/2020,2,3,2020,561,6,Italy,IT,ITA,60431283,2020-03-02,IT
01/03/2020,1,3,2020,240,8,Italy,IT,ITA,60431283,2020-03-01,IT
29/02/2020,29,2,2020,238,4,Italy,IT,ITA,60431283,2020-02-29,IT
28/02/2020,28,2,2020,250,5,Italy,IT,ITA,60431283,2020-02-28,IT
27/02/2020,27,2,2020,78,1,Italy,IT,ITA,60431283,2020-02-27,IT
26/02/2020,26,2,2020,93,5,Italy,IT,ITA,60431283,2020-02-26,IT
25/02/2020,25,2,2020,97,4,Italy,IT,ITA,60431283,2020-02-25,IT
24/02/2020,24,2,2020,53,0,Italy,IT,ITA,60431283,2020-02-24,IT
23/02/2020,23,2,2020,62,2,Italy,IT,ITA,60431283,2020-02-23,IT
22/02/2020,22,2,2020,14,0,Italy,IT,ITA,60431283,2020-02-22,IT
21/02/2020,21,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-21,IT
20/02/2020,20,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-20,IT
19/02/2020,19,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-19,IT
18/02/2020,18,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-18,IT
17/02/2020,17,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-17,IT
16/02/2020,16,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-16,IT
15/02/2020,15,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-15,IT
14/02/2020,14,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-14,IT
13/02/2020,13,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-13,IT
12/02/2020,12,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-12,IT
11/02/2020,11,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-11,IT
10/02/2020,10,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-10,IT
09/02/2020,9,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-09,IT
08/02/2020,8,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-08,IT
07/02/2020,7,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-07,IT
06/02/2020,6,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-06,IT
05/02/2020,5,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-05,IT
04/02/2020,4,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-04,IT
03/02/2020,3,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-03,IT
02/02/2020,2,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-02,IT
01/02/2020,1,2,2020,0,0,Italy,IT,ITA,60431283,2020-02-01,IT
31/01/2020,31,1,2020,3,0,Italy,IT,ITA,60431283,2020-01-31,IT
30/01/2020,30,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-30,IT
29/01/2020,29,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-29,IT
28/01/2020,28,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-28,IT
27/01/2020,27,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-27,IT
26/01/2020,26,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-26,IT
25/01/2020,25,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-25,IT
24/01/2020,24,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-24,IT
23/01/2020,23,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-23,IT
22/01/2020,22,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-22,IT
21/01/2020,21,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-21,IT
20/01/2020,20,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-20,IT
19/01/2020,19,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-19,IT
18/01/2020,18,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-18,IT
17/01/2020,17,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-17,IT
16/01/2020,16,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-16,IT
15/01/2020,15,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-15,IT
14/01/2020,14,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-14,IT
13/01/2020,13,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-13,IT
12/01/2020,12,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-12,IT
11/01/2020,11,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-11,IT
10/01/2020,10,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-10,IT
09/01/2020,9,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-09,IT
08/01/2020,8,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-08,IT
07/01/2020,7,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-07,IT
06/01/2020,6,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-06,IT
05/01/2020,5,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-05,IT
04/01/2020,4,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-04,IT
03/01/2020,3,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-03,IT
02/01/2020,2,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-02,IT
01/01/2020,1,1,2020,0,0,Italy,IT,ITA,60431283,2020-01-01,IT
31/12/2019,31,12,2019,0,0,Italy,IT,ITA,60431283,2019-12-31,IT
13/04/2020,13,4,2020,3,0,Jamaica,JM,JAM,2934855,2020-04-13,JM
12/04/2020,12,4,2020,4,0,Jamaica,JM,JAM,2934855,2020-04-12,JM
11/04/2020,11,4,2020,2,0,Jamaica,JM,JAM,2934855,2020-04-11,JM
10/04/2020,10,4,2020,0,0,Jamaica,JM,JAM,2934855,2020-04-10,JM
09/04/2020,9,4,2020,0,1,Jamaica,JM,JAM,2934855,2020-04-09,JM
08/04/2020,8,4,2020,4,0,Jamaica,JM,JAM,2934855,2020-04-08,JM
07/04/2020,7,4,2020,1,0,Jamaica,JM,JAM,2934855,2020-04-07,JM
06/04/2020,6,4,2020,3,0,Jamaica,JM,JAM,2934855,2020-04-06,JM
05/04/2020,5,4,2020,2,0,Jamaica,JM,JAM,2934855,2020-04-05,JM
04/04/2020,4,4,2020,6,0,Jamaica,JM,JAM,2934855,2020-04-04,JM
03/04/2020,3,4,2020,3,0,Jamaica,JM,JAM,2934855,2020-04-03,JM
02/04/2020,2,4,2020,6,2,Jamaica,JM,JAM,2934855,2020-04-02,JM
01/04/2020,1,4,2020,0,0,Jamaica,JM,JAM,2934855,2020-04-01,JM
31/03/2020,31,3,2020,4,0,Jamaica,JM,JAM,2934855,2020-03-31,JM
30/03/2020,30,3,2020,2,0,Jamaica,JM,JAM,2934855,2020-03-30,JM
29/03/2020,29,3,2020,6,0,Jamaica,JM,JAM,2934855,2020-03-29,JM
28/03/2020,28,3,2020,0,0,Jamaica,JM,JAM,2934855,2020-03-28,JM
27/03/2020,27,3,2020,1,0,Jamaica,JM,JAM,2934855,2020-03-27,JM
26/03/2020,26,3,2020,4,0,Jamaica,JM,JAM,2934855,2020-03-26,JM
25/03/2020,25,3,2020,2,1,Jamaica,JM,JAM,2934855,2020-03-25,JM
24/03/2020,24,3,2020,0,0,Jamaica,JM,JAM,2934855,2020-03-24,JM
23/03/2020,23,3,2020,0,0,Jamaica,JM,JAM,2934855,2020-03-23,JM
22/03/2020,22,3,2020,0,0,Jamaica,JM,JAM,2934855,2020-03-22,JM
21/03/2020,21,3,2020,3,0,Jamaica,JM,JAM,2934855,2020-03-21,JM
20/03/2020,20,3,2020,1,0,Jamaica,JM,JAM,2934855,2020-03-20,JM
19/03/2020,19,3,2020,2,0,Jamaica,JM,JAM,2934855,2020-03-19,JM
18/03/2020,18,3,2020,3,0,Jamaica,JM,JAM,2934855,2020-03-18,JM
17/03/2020,17,3,2020,0,0,Jamaica,JM,JAM,2934855,2020-03-17,JM
16/03/2020,16,3,2020,2,0,Jamaica,JM,JAM,2934855,2020-03-16,JM
14/03/2020,14,3,2020,2,0,Jamaica,JM,JAM,2934855,2020-03-14,JM
13/03/2020,13,3,2020,4,0,Jamaica,JM,JAM,2934855,2020-03-13,JM
12/03/2020,12,3,2020,2,0,Jamaica,JM,JAM,2934855,2020-03-12,JM
13/04/2020,13,4,2020,507,4,Japan,JP,JPN,126529100,2020-04-13,JP
12/04/2020,12,4,2020,1401,10,Japan,JP,JPN,126529100,2020-04-12,JP
11/04/2020,11,4,2020,680,3,Japan,JP,JPN,126529100,2020-04-11,JP
10/04/2020,10,4,2020,410,4,Japan,JP,JPN,126529100,2020-04-10,JP
09/04/2020,9,4,2020,351,1,Japan,JP,JPN,126529100,2020-04-09,JP
08/04/2020,8,4,2020,89,0,Japan,JP,JPN,126529100,2020-04-08,JP
07/04/2020,7,4,2020,163,7,Japan,JP,JPN,126529100,2020-04-07,JP
06/04/2020,6,4,2020,383,3,Japan,JP,JPN,126529100,2020-04-06,JP
05/04/2020,5,4,2020,336,1,Japan,JP,JPN,126529100,2020-04-05,JP
04/04/2020,4,4,2020,318,6,Japan,JP,JPN,126529100,2020-04-04,JP
03/04/2020,3,4,2020,439,6,Japan,JP,JPN,126529100,2020-04-03,JP
02/04/2020,2,4,2020,225,1,Japan,JP,JPN,126529100,2020-04-02,JP
01/04/2020,1,4,2020,0,0,Japan,JP,JPN,126529100,2020-04-01,JP
31/03/2020,31,3,2020,87,2,Japan,JP,JPN,126529100,2020-03-31,JP
30/03/2020,30,3,2020,173,2,Japan,JP,JPN,126529100,2020-03-30,JP
29/03/2020,29,3,2020,194,3,Japan,JP,JPN,126529100,2020-03-29,JP
28/03/2020,28,3,2020,135,3,Japan,JP,JPN,126529100,2020-03-28,JP
27/03/2020,27,3,2020,96,1,Japan,JP,JPN,126529100,2020-03-27,JP
26/03/2020,26,3,2020,75,2,Japan,JP,JPN,126529100,2020-03-26,JP
25/03/2020,25,3,2020,65,1,Japan,JP,JPN,126529100,2020-03-25,JP
24/03/2020,24,3,2020,39,1,Japan,JP,JPN,126529100,2020-03-24,JP
23/03/2020,23,3,2020,43,5,Japan,JP,JPN,126529100,2020-03-23,JP
22/03/2020,22,3,2020,39,1,Japan,JP,JPN,126529100,2020-03-22,JP
21/03/2020,21,3,2020,57,2,Japan,JP,JPN,126529100,2020-03-21,JP
20/03/2020,20,3,2020,77,4,Japan,JP,JPN,126529100,2020-03-20,JP
19/03/2020,19,3,2020,44,1,Japan,JP,JPN,126529100,2020-03-19,JP
18/03/2020,18,3,2020,5,0,Japan,JP,JPN,126529100,2020-03-18,JP
17/03/2020,17,3,2020,10,4,Japan,JP,JPN,126529100,2020-03-17,JP
16/03/2020,16,3,2020,34,2,Japan,JP,JPN,126529100,2020-03-16,JP
15/03/2020,15,3,2020,43,1,Japan,JP,JPN,126529100,2020-03-15,JP
14/03/2020,14,3,2020,62,2,Japan,JP,JPN,126529100,2020-03-14,JP
13/03/2020,13,3,2020,56,4,Japan,JP,JPN,126529100,2020-03-13,JP
12/03/2020,12,3,2020,51,3,Japan,JP,JPN,126529100,2020-03-12,JP
11/03/2020,11,3,2020,54,3,Japan,JP,JPN,126529100,2020-03-11,JP
10/03/2020,10,3,2020,26,2,Japan,JP,JPN,126529100,2020-03-10,JP
09/03/2020,9,3,2020,33,1,Japan,JP,JPN,126529100,2020-03-09,JP
08/03/2020,8,3,2020,47,0,Japan,JP,JPN,126529100,2020-03-08,JP
07/03/2020,7,3,2020,59,0,Japan,JP,JPN,126529100,2020-03-07,JP
06/03/2020,6,3,2020,32,0,Japan,JP,JPN,126529100,2020-03-06,JP
05/03/2020,5,3,2020,49,0,Japan,JP,JPN,126529100,2020-03-05,JP
04/03/2020,4,3,2020,14,0,Japan,JP,JPN,126529100,2020-03-04,JP
03/03/2020,3,3,2020,0,0,Japan,JP,JPN,126529100,2020-03-03,JP
02/03/2020,2,3,2020,15,1,Japan,JP,JPN,126529100,2020-03-02,JP
01/03/2020,1,3,2020,9,2,Japan,JP,JPN,126529100,2020-03-01,JP
29/02/2020,29,2,2020,20,0,Japan,JP,JPN,126529100,2020-02-29,JP
28/02/2020,28,2,2020,24,0,Japan,JP,JPN,126529100,2020-02-28,JP
27/02/2020,27,2,2020,22,2,Japan,JP,JPN,126529100,2020-02-27,JP
26/02/2020,26,2,2020,20,0,Japan,JP,JPN,126529100,2020-02-26,JP
25/02/2020,25,2,2020,0,0,Japan,JP,JPN,126529100,2020-02-25,JP
24/02/2020,24,2,2020,12,0,Japan,JP,JPN,126529100,2020-02-24,JP
23/02/2020,23,2,2020,27,0,Japan,JP,JPN,126529100,2020-02-23,JP
22/02/2020,22,2,2020,12,0,Japan,JP,JPN,126529100,2020-02-22,JP
21/02/2020,21,2,2020,9,0,Japan,JP,JPN,126529100,2020-02-21,JP
20/02/2020,20,2,2020,18,0,Japan,JP,JPN,126529100,2020-02-20,JP
19/02/2020,19,2,2020,7,0,Japan,JP,JPN,126529100,2020-02-19,JP
18/02/2020,18,2,2020,0,0,Japan,JP,JPN,126529100,2020-02-18,JP
17/02/2020,17,2,2020,7,0,Japan,JP,JPN,126529100,2020-02-17,JP
16/02/2020,16,2,2020,14,0,Japan,JP,JPN,126529100,2020-02-16,JP
15/02/2020,15,2,2020,8,0,Japan,JP,JPN,126529100,2020-02-15,JP
14/02/2020,14,2,2020,1,0,Japan,JP,JPN,126529100,2020-02-14,JP
13/02/2020,13,2,2020,4,1,Japan,JP,JPN,126529100,2020-02-13,JP
12/02/2020,12,2,2020,0,0,Japan,JP,JPN,126529100,2020-02-12,JP
11/02/2020,11,2,2020,0,0,Japan,JP,JPN,126529100,2020-02-11,JP
10/02/2020,10,2,2020,0,0,Japan,JP,JPN,126529100,2020-02-10,JP
09/02/2020,9,2,2020,0,0,Japan,JP,JPN,126529100,2020-02-09,JP
08/02/2020,8,2,2020,0,0,Japan,JP,JPN,126529100,2020-02-08,JP
07/02/2020,7,2,2020,0,0,Japan,JP,JPN,126529100,2020-02-07,JP
06/02/2020,6,2,2020,0,0,Japan,JP,JPN,126529100,2020-02-06,JP
05/02/2020,5,2,2020,5,0,Japan,JP,JPN,126529100,2020-02-05,JP
04/02/2020,4,2,2020,0,0,Japan,JP,JPN,126529100,2020-02-04,JP
03/02/2020,3,2,2020,1,0,Japan,JP,JPN,126529100,2020-02-03,JP
02/02/2020,2,2,2020,4,0,Japan,JP,JPN,126529100,2020-02-02,JP
01/02/2020,1,2,2020,1,0,Japan,JP,JPN,126529100,2020-02-01,JP
31/01/2020,31,1,2020,3,0,Japan,JP,JPN,126529100,2020-01-31,JP
30/01/2020,30,1,2020,4,0,Japan,JP,JPN,126529100,2020-01-30,JP
29/01/2020,29,1,2020,3,0,Japan,JP,JPN,126529100,2020-01-29,JP
28/01/2020,28,1,2020,1,0,Japan,JP,JPN,126529100,2020-01-28,JP
27/01/2020,27,1,2020,0,0,Japan,JP,JPN,126529100,2020-01-27,JP
26/01/2020,26,1,2020,1,0,Japan,JP,JPN,126529100,2020-01-26,JP
25/01/2020,25,1,2020,0,0,Japan,JP,JPN,126529100,2020-01-25,JP
24/01/2020,24,1,2020,1,0,Japan,JP,JPN,126529100,2020-01-24,JP
23/01/2020,23,1,2020,0,0,Japan,JP,JPN,126529100,2020-01-23,JP
22/01/2020,22,1,2020,0,0,Japan,JP,JPN,126529100,2020-01-22,JP
21/01/2020,21,1,2020,0,0,Japan,JP,JPN,126529100,2020-01-21,JP
20/01/2020,20,1,2020,0,0,Japan,JP,JPN,126529100,2020-01-20,JP
19/01/2020,19,1,2020,0,0,Japan,JP,JPN,126529100,2020-01-19,JP
18/01/2020,18,1,2020,0,0,Japan,JP,JPN,126529100,2020-01-18,JP
17/01/2020,17,1,2020,0,0,Japan,JP,JPN,126529100,2020-01-17,JP
16/01/2020,16,1,2020,0,0,Japan,JP,JPN,126529100,2020-01-16,JP
