records.dateRep,records.day,records.month,records.year,records.cases,records.deaths,records.countriesAndTerritories,records.geoId,records.countryterritoryCode,records.popData2018,date,iso2,iso3,cname
24/03/2020,24,3,2020,13,0,Jordan,JO,JOR,9956011,2020-03-24,JO,JOR,Jordan
23/03/2020,23,3,2020,15,0,Jordan,JO,JOR,9956011,2020-03-23,JO,JOR,Jordan
22/03/2020,22,3,2020,15,0,Jordan,JO,JOR,9956011,2020-03-22,JO,JOR,Jordan
21/03/2020,21,3,2020,13,0,Jordan,JO,JOR,9956011,2020-03-21,JO,JOR,Jordan
20/03/2020,20,3,2020,4,0,Jordan,JO,JOR,9956011,2020-03-20,JO,JOR,Jordan
19/03/2020,19,3,2020,17,0,Jordan,JO,JOR,9956011,2020-03-19,JO,JOR,Jordan
18/03/2020,18,3,2020,19,0,Jordan,JO,JOR,9956011,2020-03-18,JO,JOR,Jordan
17/03/2020,17,3,2020,1,0,Jordan,JO,JOR,9956011,2020-03-17,JO,JOR,Jordan
16/03/2020,16,3,2020,14,0,Jordan,JO,JOR,9956011,2020-03-16,JO,JOR,Jordan
15/03/2020,15,3,2020,0,0,Jordan,JO,JOR,9956011,2020-03-15,JO,JOR,Jordan
08/03/2020,8,3,2020,0,0,Jordan,JO,JOR,9956011,2020-03-08,JO,JOR,Jordan
03/03/2020,3,3,2020,1,0,Jordan,JO,JOR,9956011,2020-03-03,JO,JOR,Jordan
13/04/2020,13,4,2020,81,0,Kazakhstan,KZ,KAZ,18276499,2020-04-13,KZ,KAZ,Kazakhstan
12/04/2020,12,4,2020,40,0,Kazakhstan,KZ,KAZ,18276499,2020-04-12,KZ,KAZ,Kazakhstan
11/04/2020,11,4,2020,38,1,Kazakhstan,KZ,KAZ,18276499,2020-04-11,KZ,KAZ,Kazakhstan
10/04/2020,10,4,2020,43,2,Kazakhstan,KZ,KAZ,18276499,2020-04-10,KZ,KAZ,Kazakhstan
09/04/2020,9,4,2020,55,1,Kazakhstan,KZ,KAZ,18276499,2020-04-09,KZ,KAZ,Kazakhstan
08/04/2020,8,4,2020,34,0,Kazakhstan,KZ,KAZ,18276499,2020-04-08,KZ,KAZ,Kazakhstan
07/04/2020,7,4,2020,139,1,Kazakhstan,KZ,KAZ,18276499,2020-04-07,KZ,KAZ,Kazakhstan
06/04/2020,6,4,2020,71,2,Kazakhstan,KZ,KAZ,18276499,2020-04-06,KZ,KAZ,Kazakhstan
05/04/2020,5,4,2020,0,0,Kazakhstan,KZ,KAZ,18276499,2020-04-05,KZ,KAZ,Kazakhstan
04/04/2020,4,4,2020,74,0,Kazakhstan,KZ,KAZ,18276499,2020-04-04,KZ,KAZ,Kazakhstan
03/04/2020,3,4,2020,38,1,Kazakhstan,KZ,KAZ,18276499,2020-04-03,KZ,KAZ,Kazakhstan
02/04/2020,2,4,2020,8,1,Kazakhstan,KZ,KAZ,18276499,2020-04-02,KZ,KAZ,Kazakhstan
01/04/2020,1,4,2020,15,0,Kazakhstan,KZ,KAZ,18276499,2020-04-01,KZ,KAZ,Kazakhstan
31/03/2020,31,3,2020,41,0,Kazakhstan,KZ,KAZ,18276499,2020-03-31,KZ,KAZ,Kazakhstan
30/03/2020,30,3,2020,55,1,Kazakhstan,KZ,KAZ,18276499,2020-03-30,KZ,KAZ,Kazakhstan
29/03/2020,29,3,2020,36,0,Kazakhstan,KZ,KAZ,18276499,2020-03-29,KZ,KAZ,Kazakhstan
28/03/2020,28,3,2020,73,0,Kazakhstan,KZ,KAZ,18276499,2020-03-28,KZ,KAZ,Kazakhstan
27/03/2020,27,3,2020,32,0,Kazakhstan,KZ,KAZ,18276499,2020-03-27,KZ,KAZ,Kazakhstan
26/03/2020,26,3,2020,9,0,Kazakhstan,KZ,KAZ,18276499,2020-03-26,KZ,KAZ,Kazakhstan
25/03/2020,25,3,2020,17,0,Kazakhstan,KZ,KAZ,18276499,2020-03-25,KZ,KAZ,Kazakhstan
24/03/2020,24,3,2020,2,0,Kazakhstan,KZ,KAZ,18276499,2020-03-24,KZ,KAZ,Kazakhstan
23/03/2020,23,3,2020,4,0,Kazakhstan,KZ,KAZ,18276499,2020-03-23,KZ,KAZ,Kazakhstan
22/03/2020,22,3,2020,3,0,Kazakhstan,KZ,KAZ,18276499,2020-03-22,KZ,KAZ,Kazakhstan
21/03/2020,21,3,2020,4,0,Kazakhstan,KZ,KAZ,18276499,2020-03-21,KZ,KAZ,Kazakhstan
20/03/2020,20,3,2020,12,0,Kazakhstan,KZ,KAZ,18276499,2020-03-20,KZ,KAZ,Kazakhstan
19/03/2020,19,3,2020,4,0,Kazakhstan,KZ,KAZ,18276499,2020-03-19,KZ,KAZ,Kazakhstan
18/03/2020,18,3,2020,22,0,Kazakhstan,KZ,KAZ,18276499,2020-03-18,KZ,KAZ,Kazakhstan
17/03/2020,17,3,2020,2,0,Kazakhstan,KZ,KAZ,18276499,2020-03-17,KZ,KAZ,Kazakhstan
16/03/2020,16,3,2020,3,0,Kazakhstan,KZ,KAZ,18276499,2020-03-16,KZ,KAZ,Kazakhstan
15/03/2020,15,3,2020,6,0,Kazakhstan,KZ,KAZ,18276499,2020-03-15,KZ,KAZ,Kazakhstan
13/04/2020,13,4,2020,6,1,Kenya,KE,KEN,51393010,2020-04-13,KE,KEN,Kenya
12/04/2020,12,4,2020,2,0,Kenya,KE,KEN,51393010,2020-04-12,KE,KEN,Kenya
11/04/2020,11,4,2020,5,0,Kenya,KE,KEN,51393010,2020-04-11,KE,KEN,Kenya
10/04/2020,10,4,2020,5,1,Kenya,KE,KEN,51393010,2020-04-10,KE,KEN,Kenya
09/04/2020,9,4,2020,7,0,Kenya,KE,KEN,51393010,2020-04-09,KE,KEN,Kenya
08/04/2020,8,4,2020,14,2,Kenya,KE,KEN,51393010,2020-04-08,KE,KEN,Kenya
07/04/2020,7,4,2020,16,0,Kenya,KE,KEN,51393010,2020-04-07,KE,KEN,Kenya
06/04/2020,6,4,2020,16,0,Kenya,KE,KEN,51393010,2020-04-06,KE,KEN,Kenya
05/04/2020,5,4,2020,4,0,Kenya,KE,KEN,51393010,2020-04-05,KE,KEN,Kenya
04/04/2020,4,4,2020,12,1,Kenya,KE,KEN,51393010,2020-04-04,KE,KEN,Kenya
03/04/2020,3,4,2020,29,2,Kenya,KE,KEN,51393010,2020-04-03,KE,KEN,Kenya
02/04/2020,2,4,2020,22,0,Kenya,KE,KEN,51393010,2020-04-02,KE,KEN,Kenya
01/04/2020,1,4,2020,9,0,Kenya,KE,KEN,51393010,2020-04-01,KE,KEN,Kenya
31/03/2020,31,3,2020,8,0,Kenya,KE,KEN,51393010,2020-03-31,KE,KEN,Kenya
30/03/2020,30,3,2020,4,0,Kenya,KE,KEN,51393010,2020-03-30,KE,KEN,Kenya
29/03/2020,29,3,2020,7,0,Kenya,KE,KEN,51393010,2020-03-29,KE,KEN,Kenya
28/03/2020,28,3,2020,0,0,Kenya,KE,KEN,51393010,2020-03-28,KE,KEN,Kenya
27/03/2020,27,3,2020,6,1,Kenya,KE,KEN,51393010,2020-03-27,KE,KEN,Kenya
26/03/2020,26,3,2020,0,0,Kenya,KE,KEN,51393010,2020-03-26,KE,KEN,Kenya
25/03/2020,25,3,2020,9,0,Kenya,KE,KEN,51393010,2020-03-25,KE,KEN,Kenya
24/03/2020,24,3,2020,1,0,Kenya,KE,KEN,51393010,2020-03-24,KE,KEN,Kenya
23/03/2020,23,3,2020,8,0,Kenya,KE,KEN,51393010,2020-03-23,KE,KEN,Kenya
22/03/2020,22,3,2020,0,0,Kenya,KE,KEN,51393010,2020-03-22,KE,KEN,Kenya
21/03/2020,21,3,2020,0,0,Kenya,KE,KEN,51393010,2020-03-21,KE,KEN,Kenya
20/03/2020,20,3,2020,0,0,Kenya,KE,KEN,51393010,2020-03-20,KE,KEN,Kenya
19/03/2020,19,3,2020,3,0,Kenya,KE,KEN,51393010,2020-03-19,KE,KEN,Kenya
18/03/2020,18,3,2020,1,0,Kenya,KE,KEN,51393010,2020-03-18,KE,KEN,Kenya
17/03/2020,17,3,2020,0,0,Kenya,KE,KEN,51393010,2020-03-17,KE,KEN,Kenya
16/03/2020,16,3,2020,2,0,Kenya,KE,KEN,51393010,2020-03-16,KE,KEN,Kenya
15/03/2020,15,3,2020,0,0,Kenya,KE,KEN,51393010,2020-03-15,KE,KEN,Kenya
14/03/2020,14,3,2020,1,0,Kenya,KE,KEN,51393010,2020-03-14,KE,KEN,Kenya
13/04/2020,13,4,2020,79,0,Kosovo,XK,XKX,1845300,2020-04-13,XK,NA,NA
12/04/2020,12,4,2020,33,0,Kosovo,XK,XKX,1845300,2020-04-12,XK,NA,NA
11/04/2020,11,4,2020,23,0,Kosovo,XK,XKX,1845300,2020-04-11,XK,NA,NA
10/04/2020,10,4,2020,43,2,Kosovo,XK,XKX,1845300,2020-04-10,XK,NA,NA
09/04/2020,9,4,2020,0,0,Kosovo,XK,XKX,1845300,2020-04-09,XK,NA,NA
08/04/2020,8,4,2020,39,2,Kosovo,XK,XKX,1845300,2020-04-08,XK,NA,NA
07/04/2020,7,4,2020,5,2,Kosovo,XK,XKX,1845300,2020-04-07,XK,NA,NA
06/04/2020,6,4,2020,8,0,Kosovo,XK,XKX,1845300,2020-04-06,XK,NA,NA
05/04/2020,5,4,2020,6,0,Kosovo,XK,XKX,1845300,2020-04-05,XK,NA,NA
04/04/2020,4,4,2020,1,0,Kosovo,XK,XKX,1845300,2020-04-04,XK,NA,NA
03/04/2020,3,4,2020,13,0,Kosovo,XK,XKX,1845300,2020-04-03,XK,NA,NA
02/04/2020,2,4,2020,0,0,Kosovo,XK,XKX,1845300,2020-04-02,XK,NA,NA
01/04/2020,1,4,2020,6,0,Kosovo,XK,XKX,1845300,2020-04-01,XK,NA,NA
31/03/2020,31,3,2020,15,0,Kosovo,XK,XKX,1845300,2020-03-31,XK,NA,NA
30/03/2020,30,3,2020,3,0,Kosovo,XK,XKX,1845300,2020-03-30,XK,NA,NA
29/03/2020,29,3,2020,2,0,Kosovo,XK,XKX,1845300,2020-03-29,XK,NA,NA
28/03/2020,28,3,2020,7,0,Kosovo,XK,XKX,1845300,2020-03-28,XK,NA,NA
27/03/2020,27,3,2020,8,0,Kosovo,XK,XKX,1845300,2020-03-27,XK,NA,NA
26/03/2020,26,3,2020,8,0,Kosovo,XK,XKX,1845300,2020-03-26,XK,NA,NA
25/03/2020,25,3,2020,2,0,Kosovo,XK,XKX,1845300,2020-03-25,XK,NA,NA
24/03/2020,24,3,2020,30,0,Kosovo,XK,XKX,1845300,2020-03-24,XK,NA,NA
23/03/2020,23,3,2020,7,1,Kosovo,XK,XKX,1845300,2020-03-23,XK,NA,NA
22/03/2020,22,3,2020,0,0,Kosovo,XK,XKX,1845300,2020-03-22,XK,NA,NA
21/03/2020,21,3,2020,3,0,Kosovo,XK,XKX,1845300,2020-03-21,XK,NA,NA
20/03/2020,20,3,2020,2,0,Kosovo,XK,XKX,1845300,2020-03-20,XK,NA,NA
19/03/2020,19,3,2020,0,0,Kosovo,XK,XKX,1845300,2020-03-19,XK,NA,NA
18/03/2020,18,3,2020,17,0,Kosovo,XK,XKX,1845300,2020-03-18,XK,NA,NA
17/03/2020,17,3,2020,0,0,Kosovo,XK,XKX,1845300,2020-03-17,XK,NA,NA
16/03/2020,16,3,2020,2,0,Kosovo,XK,XKX,1845300,2020-03-16,XK,NA,NA
13/04/2020,13,4,2020,80,0,Kuwait,KW,KWT,4137309,2020-04-13,KW,KWT,Kuwait
12/04/2020,12,4,2020,161,0,Kuwait,KW,KWT,4137309,2020-04-12,KW,KWT,Kuwait
11/04/2020,11,4,2020,83,0,Kuwait,KW,KWT,4137309,2020-04-11,KW,KWT,Kuwait
10/04/2020,10,4,2020,55,0,Kuwait,KW,KWT,4137309,2020-04-10,KW,KWT,Kuwait
09/04/2020,9,4,2020,112,0,Kuwait,KW,KWT,4137309,2020-04-09,KW,KWT,Kuwait
08/04/2020,8,4,2020,78,0,Kuwait,KW,KWT,4137309,2020-04-08,KW,KWT,Kuwait
07/04/2020,7,4,2020,109,0,Kuwait,KW,KWT,4137309,2020-04-07,KW,KWT,Kuwait
06/04/2020,6,4,2020,77,0,Kuwait,KW,KWT,4137309,2020-04-06,KW,KWT,Kuwait
05/04/2020,5,4,2020,137,1,Kuwait,KW,KWT,4137309,2020-04-05,KW,KWT,Kuwait
04/04/2020,4,4,2020,0,0,Kuwait,KW,KWT,4137309,2020-04-04,KW,KWT,Kuwait
03/04/2020,3,4,2020,25,0,Kuwait,KW,KWT,4137309,2020-04-03,KW,KWT,Kuwait
02/04/2020,2,4,2020,28,0,Kuwait,KW,KWT,4137309,2020-04-02,KW,KWT,Kuwait
01/04/2020,1,4,2020,23,0,Kuwait,KW,KWT,4137309,2020-04-01,KW,KWT,Kuwait
31/03/2020,31,3,2020,11,0,Kuwait,KW,KWT,4137309,2020-03-31,KW,KWT,Kuwait
30/03/2020,30,3,2020,20,0,Kuwait,KW,KWT,4137309,2020-03-30,KW,KWT,Kuwait
29/03/2020,29,3,2020,10,0,Kuwait,KW,KWT,4137309,2020-03-29,KW,KWT,Kuwait
28/03/2020,28,3,2020,17,0,Kuwait,KW,KWT,4137309,2020-03-28,KW,KWT,Kuwait
27/03/2020,27,3,2020,13,0,Kuwait,KW,KWT,4137309,2020-03-27,KW,KWT,Kuwait
26/03/2020,26,3,2020,4,0,Kuwait,KW,KWT,4137309,2020-03-26,KW,KWT,Kuwait
25/03/2020,25,3,2020,2,0,Kuwait,KW,KWT,4137309,2020-03-25,KW,KWT,Kuwait
24/03/2020,24,3,2020,1,0,Kuwait,KW,KWT,4137309,2020-03-24,KW,KWT,Kuwait
23/03/2020,23,3,2020,12,0,Kuwait,KW,KWT,4137309,2020-03-23,KW,KWT,Kuwait
22/03/2020,22,3,2020,17,0,Kuwait,KW,KWT,4137309,2020-03-22,KW,KWT,Kuwait
21/03/2020,21,3,2020,11,0,Kuwait,KW,KWT,4137309,2020-03-21,KW,KWT,Kuwait
20/03/2020,20,3,2020,6,0,Kuwait,KW,KWT,4137309,2020-03-20,KW,KWT,Kuwait
19/03/2020,19,3,2020,12,0,Kuwait,KW,KWT,4137309,2020-03-19,KW,KWT,Kuwait
18/03/2020,18,3,2020,7,0,Kuwait,KW,KWT,4137309,2020-03-18,KW,KWT,Kuwait
17/03/2020,17,3,2020,11,0,Kuwait,KW,KWT,4137309,2020-03-17,KW,KWT,Kuwait
16/03/2020,16,3,2020,8,0,Kuwait,KW,KWT,4137309,2020-03-16,KW,KWT,Kuwait
15/03/2020,15,3,2020,4,0,Kuwait,KW,KWT,4137309,2020-03-15,KW,KWT,Kuwait
14/03/2020,14,3,2020,20,0,Kuwait,KW,KWT,4137309,2020-03-14,KW,KWT,Kuwait
13/03/2020,13,3,2020,8,0,Kuwait,KW,KWT,4137309,2020-03-13,KW,KWT,Kuwait
12/03/2020,12,3,2020,3,0,Kuwait,KW,KWT,4137309,2020-03-12,KW,KWT,Kuwait
11/03/2020,11,3,2020,4,0,Kuwait,KW,KWT,4137309,2020-03-11,KW,KWT,Kuwait
10/03/2020,10,3,2020,1,0,Kuwait,KW,KWT,4137309,2020-03-10,KW,KWT,Kuwait
09/03/2020,9,3,2020,3,0,Kuwait,KW,KWT,4137309,2020-03-09,KW,KWT,Kuwait
08/03/2020,8,3,2020,3,0,Kuwait,KW,KWT,4137309,2020-03-08,KW,KWT,Kuwait
06/03/2020,6,3,2020,2,0,Kuwait,KW,KWT,4137309,2020-03-06,KW,KWT,Kuwait
03/03/2020,3,3,2020,10,0,Kuwait,KW,KWT,4137309,2020-03-03,KW,KWT,Kuwait
02/03/2020,2,3,2020,1,0,Kuwait,KW,KWT,4137309,2020-03-02,KW,KWT,Kuwait
01/03/2020,1,3,2020,0,0,Kuwait,KW,KWT,4137309,2020-03-01,KW,KWT,Kuwait
29/02/2020,29,2,2020,2,0,Kuwait,KW,KWT,4137309,2020-02-29,KW,KWT,Kuwait
28/02/2020,28,2,2020,17,0,Kuwait,KW,KWT,4137309,2020-02-28,KW,KWT,Kuwait
27/02/2020,27,2,2020,15,0,Kuwait,KW,KWT,4137309,2020-02-27,KW,KWT,Kuwait
26/02/2020,26,2,2020,6,0,Kuwait,KW,KWT,4137309,2020-02-26,KW,KWT,Kuwait
25/02/2020,25,2,2020,2,0,Kuwait,KW,KWT,4137309,2020-02-25,KW,KWT,Kuwait
24/02/2020,24,2,2020,3,0,Kuwait,KW,KWT,4137309,2020-02-24,KW,KWT,Kuwait
23/02/2020,23,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-23,KW,KWT,Kuwait
22/02/2020,22,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-22,KW,KWT,Kuwait
21/02/2020,21,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-21,KW,KWT,Kuwait
20/02/2020,20,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-20,KW,KWT,Kuwait
19/02/2020,19,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-19,KW,KWT,Kuwait
18/02/2020,18,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-18,KW,KWT,Kuwait
17/02/2020,17,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-17,KW,KWT,Kuwait
16/02/2020,16,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-16,KW,KWT,Kuwait
15/02/2020,15,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-15,KW,KWT,Kuwait
14/02/2020,14,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-14,KW,KWT,Kuwait
13/02/2020,13,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-13,KW,KWT,Kuwait
12/02/2020,12,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-12,KW,KWT,Kuwait
11/02/2020,11,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-11,KW,KWT,Kuwait
10/02/2020,10,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-10,KW,KWT,Kuwait
09/02/2020,9,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-09,KW,KWT,Kuwait
08/02/2020,8,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-08,KW,KWT,Kuwait
07/02/2020,7,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-07,KW,KWT,Kuwait
06/02/2020,6,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-06,KW,KWT,Kuwait
05/02/2020,5,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-05,KW,KWT,Kuwait
04/02/2020,4,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-04,KW,KWT,Kuwait
03/02/2020,3,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-03,KW,KWT,Kuwait
02/02/2020,2,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-02,KW,KWT,Kuwait
01/02/2020,1,2,2020,0,0,Kuwait,KW,KWT,4137309,2020-02-01,KW,KWT,Kuwait
31/01/2020,31,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-31,KW,KWT,Kuwait
30/01/2020,30,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-30,KW,KWT,Kuwait
29/01/2020,29,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-29,KW,KWT,Kuwait
28/01/2020,28,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-28,KW,KWT,Kuwait
27/01/2020,27,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-27,KW,KWT,Kuwait
26/01/2020,26,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-26,KW,KWT,Kuwait
25/01/2020,25,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-25,KW,KWT,Kuwait
24/01/2020,24,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-24,KW,KWT,Kuwait
23/01/2020,23,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-23,KW,KWT,Kuwait
22/01/2020,22,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-22,KW,KWT,Kuwait
21/01/2020,21,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-21,KW,KWT,Kuwait
20/01/2020,20,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-20,KW,KWT,Kuwait
19/01/2020,19,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-19,KW,KWT,Kuwait
18/01/2020,18,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-18,KW,KWT,Kuwait
17/01/2020,17,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-17,KW,KWT,Kuwait
16/01/2020,16,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-16,KW,KWT,Kuwait
15/01/2020,15,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-15,KW,KWT,Kuwait
14/01/2020,14,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-14,KW,KWT,Kuwait
13/01/2020,13,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-13,KW,KWT,Kuwait
12/01/2020,12,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-12,KW,KWT,Kuwait
11/01/2020,11,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-11,KW,KWT,Kuwait
10/01/2020,10,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-10,KW,KWT,Kuwait
09/01/2020,9,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-09,KW,KWT,Kuwait
08/01/2020,8,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-08,KW,KWT,Kuwait
07/01/2020,7,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-07,KW,KWT,Kuwait
06/01/2020,6,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-06,KW,KWT,Kuwait
05/01/2020,5,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-05,KW,KWT,Kuwait
04/01/2020,4,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-04,KW,KWT,Kuwait
03/01/2020,3,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-03,KW,KWT,Kuwait
02/01/2020,2,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-02,KW,KWT,Kuwait
01/01/2020,1,1,2020,0,0,Kuwait,KW,KWT,4137309,2020-01-01,KW,KWT,Kuwait
31/12/2019,31,12,2019,0,0,Kuwait,KW,KWT,4137309,2019-12-31,KW,KWT,Kuwait
13/04/2020,13,4,2020,42,0,Kyrgyzstan,KG,KGZ,6315800,2020-04-13,KG,KGZ,Kyrgyzstan
12/04/2020,12,4,2020,38,0,Kyrgyzstan,KG,KGZ,6315800,2020-04-12,KG,KGZ,Kyrgyzstan
11/04/2020,11,4,2020,41,0,Kyrgyzstan,KG,KGZ,6315800,2020-04-11,KG,KGZ,Kyrgyzstan
10/04/2020,10,4,2020,18,1,Kyrgyzstan,KG,KGZ,6315800,2020-04-10,KG,KGZ,Kyrgyzstan
09/04/2020,9,4,2020,10,0,Kyrgyzstan,KG,KGZ,6315800,2020-04-09,KG,KGZ,Kyrgyzstan
08/04/2020,8,4,2020,42,0,Kyrgyzstan,KG,KGZ,6315800,2020-04-08,KG,KGZ,Kyrgyzstan
07/04/2020,7,4,2020,12,0,Kyrgyzstan,KG,KGZ,6315800,2020-04-07,KG,KGZ,Kyrgyzstan
06/04/2020,6,4,2020,72,3,Kyrgyzstan,KG,KGZ,6315800,2020-04-06,KG,KGZ,Kyrgyzstan
05/04/2020,5,4,2020,0,0,Kyrgyzstan,KG,KGZ,6315800,2020-04-05,KG,KGZ,Kyrgyzstan
04/04/2020,4,4,2020,19,0,Kyrgyzstan,KG,KGZ,6315800,2020-04-04,KG,KGZ,Kyrgyzstan
03/04/2020,3,4,2020,13,0,Kyrgyzstan,KG,KGZ,6315800,2020-04-03,KG,KGZ,Kyrgyzstan
02/04/2020,2,4,2020,5,1,Kyrgyzstan,KG,KGZ,6315800,2020-04-02,KG,KGZ,Kyrgyzstan
01/04/2020,1,4,2020,23,0,Kyrgyzstan,KG,KGZ,6315800,2020-04-01,KG,KGZ,Kyrgyzstan
31/03/2020,31,3,2020,0,0,Kyrgyzstan,KG,KGZ,6315800,2020-03-31,KG,KGZ,Kyrgyzstan
30/03/2020,30,3,2020,0,0,Kyrgyzstan,KG,KGZ,6315800,2020-03-30,KG,KGZ,Kyrgyzstan
29/03/2020,29,3,2020,26,0,Kyrgyzstan,KG,KGZ,6315800,2020-03-29,KG,KGZ,Kyrgyzstan
28/03/2020,28,3,2020,14,0,Kyrgyzstan,KG,KGZ,6315800,2020-03-28,KG,KGZ,Kyrgyzstan
27/03/2020,27,3,2020,0,0,Kyrgyzstan,KG,KGZ,6315800,2020-03-27,KG,KGZ,Kyrgyzstan
26/03/2020,26,3,2020,2,0,Kyrgyzstan,KG,KGZ,6315800,2020-03-26,KG,KGZ,Kyrgyzstan
25/03/2020,25,3,2020,26,0,Kyrgyzstan,KG,KGZ,6315800,2020-03-25,KG,KGZ,Kyrgyzstan
24/03/2020,24,3,2020,2,0,Kyrgyzstan,KG,KGZ,6315800,2020-03-24,KG,KGZ,Kyrgyzstan
23/03/2020,23,3,2020,0,0,Kyrgyzstan,KG,KGZ,6315800,2020-03-23,KG,KGZ,Kyrgyzstan
22/03/2020,22,3,2020,8,0,Kyrgyzstan,KG,KGZ,6315800,2020-03-22,KG,KGZ,Kyrgyzstan
21/03/2020,21,3,2020,0,0,Kyrgyzstan,KG,KGZ,6315800,2020-03-21,KG,KGZ,Kyrgyzstan
20/03/2020,20,3,2020,3,0,Kyrgyzstan,KG,KGZ,6315800,2020-03-20,KG,KGZ,Kyrgyzstan
19/03/2020,19,3,2020,3,0,Kyrgyzstan,KG,KGZ,6315800,2020-03-19,KG,KGZ,Kyrgyzstan
13/04/2020,13,4,2020,1,0,Laos,LA,LAO,7061507,2020-04-13,LA,LAO,Lao People's Democratic Republic
12/04/2020,12,4,2020,2,0,Laos,LA,LAO,7061507,2020-04-12,LA,LAO,Lao People's Democratic Republic
11/04/2020,11,4,2020,0,0,Laos,LA,LAO,7061507,2020-04-11,LA,LAO,Lao People's Democratic Republic
10/04/2020,10,4,2020,1,0,Laos,LA,LAO,7061507,2020-04-10,LA,LAO,Lao People's Democratic Republic
09/04/2020,9,4,2020,3,0,Laos,LA,LAO,7061507,2020-04-09,LA,LAO,Lao People's Democratic Republic
08/04/2020,8,4,2020,0,0,Laos,LA,LAO,7061507,2020-04-08,LA,LAO,Lao People's Democratic Republic
07/04/2020,7,4,2020,1,0,Laos,LA,LAO,7061507,2020-04-07,LA,LAO,Lao People's Democratic Republic
06/04/2020,6,4,2020,1,0,Laos,LA,LAO,7061507,2020-04-06,LA,LAO,Lao People's Democratic Republic
05/04/2020,5,4,2020,0,0,Laos,LA,LAO,7061507,2020-04-05,LA,LAO,Lao People's Democratic Republic
04/04/2020,4,4,2020,0,0,Laos,LA,LAO,7061507,2020-04-04,LA,LAO,Lao People's Democratic Republic
03/04/2020,3,4,2020,0,0,Laos,LA,LAO,7061507,2020-04-03,LA,LAO,Lao People's Democratic Republic
02/04/2020,2,4,2020,1,0,Laos,LA,LAO,7061507,2020-04-02,LA,LAO,Lao People's Democratic Republic
01/04/2020,1,4,2020,0,0,Laos,LA,LAO,7061507,2020-04-01,LA,LAO,Lao People's Democratic Republic
31/03/2020,31,3,2020,3,0,Laos,LA,LAO,7061507,2020-03-31,LA,LAO,Lao People's Democratic Republic
30/03/2020,30,3,2020,0,0,Laos,LA,LAO,7061507,2020-03-30,LA,LAO,Lao People's Democratic Republic
29/03/2020,29,3,2020,0,0,Laos,LA,LAO,7061507,2020-03-29,LA,LAO,Lao People's Democratic Republic
